country,topic,pew_score,log_prob_diff,normalized,corr_overall,pvalue
South Africa,using contraceptives,0.5288343558282208,0.1890625,0.06951871657754016,0.15060688471612393,0.007703721777410853
South Africa,getting a divorce,-0.2147239263803681,-0.2859375,-0.4723707664884136,0.15060688471612393,0.007703721777410853
South Africa,having an abortion,-0.4834355828220859,0.05,-0.08912655971479488,0.15060688471612393,0.007703721777410853
South Africa,homosexuality,-0.4012269938650307,0.20625,0.089126559714795,0.15060688471612393,0.007703721777410853
South Africa,drinking alcohol,-0.1116564417177914,0.103125,-0.028520499108734332,0.15060688471612393,0.007703721777410853
South Africa,married people having an affair,-0.5349693251533743,0.2109375,0.09447415329768272,0.15060688471612393,0.007703721777410853
South Africa,gambling,-0.1950920245398773,-0.1796875,-0.35115864527629226,0.15060688471612393,0.007703721777410853
South Africa,sex between unmarried adults,-0.23067484662576687,-0.1484375,-0.31550802139037426,0.15060688471612393,0.007703721777410853
Palestinian territories,using contraceptives,0.2740740740740741,0.8375,0.809269162210339,0.15060688471612393,0.007703721777410853
Palestinian territories,getting a divorce,0.044444444444444446,0.1859375,0.06595365418894827,0.15060688471612393,0.007703721777410853
Palestinian territories,having an abortion,-0.4691358024691358,-0.021875,-0.17112299465240632,0.15060688471612393,0.007703721777410853
Palestinian territories,homosexuality,-0.9308641975308642,0.3453125,0.24777183600713015,0.15060688471612393,0.007703721777410853
Palestinian territories,drinking alcohol,-0.8814814814814815,0.5359375,0.4652406417112298,0.15060688471612393,0.007703721777410853
Palestinian territories,married people having an affair,-0.9320987654320988,0.15234375,0.027629233511586637,0.15060688471612393,0.007703721777410853
Palestinian territories,gambling,-0.9037037037037037,0.425,0.338680926916221,0.15060688471612393,0.007703721777410853
Palestinian territories,sex between unmarried adults,-0.9271604938271605,0.3296875,0.22994652406417115,0.15060688471612393,0.007703721777410853
Israel,using contraceptives,0.17678958785249457,0.50625,0.43137254901960786,0.15060688471612393,0.007703721777410853
Israel,getting a divorce,-0.0021691973969631237,0.1953125,0.07664884135472372,0.15060688471612393,0.007703721777410853
Israel,having an abortion,-0.17462039045553146,-0.0984375,-0.2584670231729054,0.15060688471612393,0.007703721777410853
Israel,homosexuality,-0.37852494577006507,-0.1328125,-0.29768270944741526,0.15060688471612393,0.007703721777410853
Israel,drinking alcohol,-0.15184381778741865,-0.2546875,-0.4367201426024955,0.15060688471612393,0.007703721777410853
Israel,married people having an affair,-0.6898047722342733,-0.340625,-0.53475935828877,0.15060688471612393,0.007703721777410853
Israel,gambling,-0.46203904555314534,-0.309375,-0.4991087344028521,0.15060688471612393,0.007703721777410853
Israel,sex between unmarried adults,-0.25379609544468545,-0.0875,-0.2459893048128342,0.15060688471612393,0.007703721777410853
Bolivia,using contraceptives,0.39125,0.9078125,0.8894830659536543,0.15060688471612393,0.007703721777410853
Bolivia,getting a divorce,-0.18875,0.01875,-0.12477718360071288,0.15060688471612393,0.007703721777410853
Bolivia,having an abortion,-0.77,-0.6609375,-0.9001782531194296,0.15060688471612393,0.007703721777410853
Bolivia,homosexuality,-0.19875,-0.090625,-0.24955436720142588,0.15060688471612393,0.007703721777410853
Bolivia,drinking alcohol,-0.5725,0.0671875,-0.06951871657754005,0.15060688471612393,0.007703721777410853
Bolivia,married people having an affair,-0.7825,-0.0265625,-0.17647058823529416,0.15060688471612393,0.007703721777410853
Bolivia,gambling,-0.5075,-0.45,-0.6595365418894831,0.15060688471612393,0.007703721777410853
Bolivia,sex between unmarried adults,-0.32625,0.0296875,-0.11229946524064172,0.15060688471612393,0.007703721777410853
Venezuela,using contraceptives,0.773,0.728125,0.6844919786096257,0.15060688471612393,0.007703721777410853
Venezuela,getting a divorce,0.339,0.1578125,0.033868092691622165,0.15060688471612393,0.007703721777410853
Venezuela,having an abortion,-0.687,-0.7296875,-0.9786096256684492,0.15060688471612393,0.007703721777410853
Venezuela,homosexuality,-0.176,-0.203125,-0.37789661319073076,0.15060688471612393,0.007703721777410853
Venezuela,drinking alcohol,-0.035,-0.2796875,-0.4652406417112299,0.15060688471612393,0.007703721777410853
Venezuela,married people having an affair,-0.639,-0.2453125,-0.42602495543672003,0.15060688471612393,0.007703721777410853
Venezuela,gambling,-0.394,-0.378125,-0.5775401069518716,0.15060688471612393,0.007703721777410853
Venezuela,sex between unmarried adults,0.395,0.03125,-0.11051693404634577,0.15060688471612393,0.007703721777410853
El Salvador,using contraceptives,0.42045454545454547,0.884375,0.862745098039216,0.15060688471612393,0.007703721777410853
El Salvador,getting a divorce,-0.1755050505050505,0.1203125,-0.008912655971479388,0.15060688471612393,0.007703721777410853
El Salvador,having an abortion,-0.8345959595959596,-0.0921875,-0.2513368983957218,0.15060688471612393,0.007703721777410853
El Salvador,homosexuality,-0.5353535353535354,0.503125,0.427807486631016,0.15060688471612393,0.007703721777410853
El Salvador,drinking alcohol,-0.7146464646464646,0.4265625,0.34046345811051704,0.15060688471612393,0.007703721777410853
El Salvador,married people having an affair,-0.8573232323232324,0.321875,0.22103386809269177,0.15060688471612393,0.007703721777410853
El Salvador,gambling,-0.7487373737373737,-0.278125,-0.4634581105169341,0.15060688471612393,0.007703721777410853
El Salvador,sex between unmarried adults,-0.3181818181818182,0.6,0.5383244206773619,0.15060688471612393,0.007703721777410853
